No.	Title	Link	Authors	Keywords
1	BA-Net: Dense Bundle Adjustment Networks	https://openreview.net/forum?id=B1gabhRcYX	Chengzhou Tang, Ping Tan	Structure-from-Motion, Bundle Adjustment, Dense Depth Estimation
2	Deterministic Variational Inference for Robust Bayesian Neural Networks	https://openreview.net/forum?id=B1l08oAct7	Anqi Wu, Sebastian Nowozin, Edward Meeds, Richard E. Turner, José Miguel Hernández-Lobato, Alexander L. Gaunt	Bayesian neural network, variational inference, variational bayes, variance reduction, empirical bayes
3	Ordered Neurons: Integrating Tree Structures into Recurrent Neural Networks	https://openreview.net/forum?id=B1l6qiR5F7	Yikang Shen, Shawn Tan, Alessandro Sordoni, Aaron Courville	Deep Learning, Natural Language Processing, Recurrent Neural Networks, Language Modeling
4	Large Scale GAN Training for High Fidelity Natural Image Synthesis	https://openreview.net/forum?id=B1xsqj09Fm	Andrew Brock, Jeff Donahue, Karen Simonyan	GANs, Generative Models, Large Scale Training, Deep Learning
5	Learning deep representations by mutual information estimation and maximization	https://openreview.net/forum?id=Bklr3j0cKX	R Devon Hjelm, Alex Fedorov, Samuel Lavoie-Marchildon, Karan Grewal, Phil Bachman, Adam Trischler, Yoshua Bengio	representation learning, unsupervised learning, deep learning
6	KnockoffGAN: Generating Knockoffs for Feature Selection using Generative Adversarial Networks	https://openreview.net/forum?id=ByeZ5jC5YQ	James Jordon, Jinsung Yoon, Mihaela van der Schaar	Knockoff model, Feature selection, False discovery rate control, Generative Adversarial networks
7	Learning Protein Structure with a Differentiable Simulator	https://openreview.net/forum?id=Byg3y3C9Km	John Ingraham, Adam Riesselman, Chris Sander, Debora Marks	generative models, simulators, molecular modeling, proteins, structured prediction
8	ImageNet-trained CNNs are biased towards texture; increasing shape bias improves accuracy and robustness	https://openreview.net/forum?id=Bygh9j09KX	Robert Geirhos, Patricia Rubisch, Claudio Michaelis, Matthias Bethge, Felix A. Wichmann, Wieland Brendel	deep learning, psychophysics, representation learning, object recognition, robustness, neural networks, data augmentation
9	Smoothing the Geometry of Probabilistic Box Embeddings	https://openreview.net/forum?id=H1xSNiRcF7	Xiang Li, Luke Vilnis, Dongxu Zhang, Michael Boratko, Andrew McCallum	embeddings, order embeddings, knowledge graph embedding, relational learning
10	On Random Deep Weight-Tied Autoencoders: Exact Asymptotic Analysis, Phase Transitions, and Implications to Training	https://openreview.net/forum?id=HJx54i05tX	Ping Li, Phan-Minh Nguyen	Random Deep Autoencoders, Exact Asymptotic Analysis, Phase Transitions
